,x,edge_index,edge_type,y,num_nodes,api_file_name
47,"[[-0.10374412  0.28365126  0.12076711 ... -0.18465655 -0.3611892
   0.33525714]
 [-0.12672025  0.34616005  0.16543496 ... -0.22959621 -0.3069543
   0.30561307]
 [-0.10622058  0.21918422 -0.02208491 ... -0.12629047 -0.36851606
   0.36978757]
 [-0.08209039  0.27758685  0.08027826 ... -0.21914434 -0.33977598
   0.3313881 ]
 [-0.05520071  0.23036772 -0.01555105 ... -0.20494203 -0.34920236
   0.42399988]
 [-0.0946791   0.2827386   0.08888127 ... -0.20687717 -0.33427662
   0.33237466]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[0],6,12_sample-0_PreparedStatement.executeQuery_graph_dump.txt
48,"[[-0.13899705  0.23740587  0.08239985 ... -0.15771064 -0.35018244
   0.34545636]
 [-0.11526565  0.33784723  0.16104177 ... -0.22745793 -0.30486178
   0.29367462]
 [-0.00228449  0.19225375  0.06854344 ... -0.41220853 -0.2932852
   0.20801361]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,65_sample-0_PreparedStatement.executeQuery_graph_dump.txt
49,"[[-0.08754626  0.30759764  0.035317   ... -0.33305487 -0.31288916
   0.3062964 ]
 [-0.13209659  0.33249232  0.11768738 ... -0.24703914 -0.3017045
   0.33093753]
 [-0.15374602  0.25930563  0.03871514 ... -0.15568264 -0.34251884
   0.36257112]
 [-0.13209659  0.33249232  0.11768738 ... -0.24703914 -0.3017045
   0.33093753]]","[[0 1 2 1 0 3 2 3 0 2]
 [1 0 1 2 3 0 3 2 2 0]]",[1 1 0 0 1 1 0 0 1 1],[0],4,4_sample-3_PreparedStatement.executeQuery_graph_dump.txt
50,"[[-0.11018088  0.27907935  0.11826643 ... -0.16127348 -0.31894487
   0.31830567]
 [-0.10726722  0.33332002  0.14002581 ... -0.22613873 -0.3203095
   0.3012947 ]
 [-0.18789479  0.24789324  0.01611525 ... -0.22566871 -0.38377288
   0.29361567]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,23_sample-1_PreparedStatement.executeQuery_graph_dump.txt
51,"[[-0.12752154  0.2955474   0.12138061 ... -0.25605455 -0.35081062
   0.35497695]
 [-0.07285964  0.24808209  0.03171562 ... -0.1982826  -0.4107089
   0.4105133 ]
 [-0.1812949   0.30391222  0.03865487 ... -0.19124469 -0.39623505
   0.3759185 ]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,11_sample-5_PreparedStatement.executeQuery_graph_dump.txt
52,"[[-0.14124253  0.28811955  0.07673486 ... -0.19162655 -0.30779767
   0.3237906 ]
 [-0.12597112  0.33778927  0.1815148  ... -0.236254   -0.33283377
   0.31223598]
 [-0.14359757  0.2633738  -0.02170695 ... -0.1770133  -0.44971034
   0.4607994 ]
 [-0.06299575  0.23700656  0.06315561 ... -0.13267009 -0.33692738
   0.2874466 ]
 [-0.1041249   0.25940573  0.04298113 ... -0.22826095 -0.333647
   0.41527876]]","[[0 1 2 1 1 3 1 4 0 2 0 3 3 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 3]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,174_sample-0_PreparedStatement.executeQuery_graph_dump.txt
53,"[[-0.07416485  0.2564522   0.09792902 ... -0.21867186 -0.35921794
   0.32576784]
 [-0.13667475  0.3403781   0.11742315 ... -0.26501518 -0.3061984
   0.3384194 ]
 [-0.1395707   0.22656538  0.08013467 ... -0.2084742  -0.3492355
   0.33247802]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,3_sample-8_PreparedStatement.executeQuery_graph_dump.txt
54,"[[-0.11771382  0.2617962   0.08442266 ... -0.18096578 -0.32781416
   0.31122997]
 [-0.13630627  0.33096913  0.07083818 ... -0.27428252 -0.3188489
   0.33903208]]","[[0 1]
 [1 0]]",[1 1],[0],2,3_sample-11_PreparedStatement.executeQuery_graph_dump.txt
55,"[[-0.11789285  0.2673819   0.1070258  ... -0.2592764  -0.32495546
   0.28636268]
 [-0.13289897  0.3325351   0.17976347 ... -0.21485125 -0.31556526
   0.3031453 ]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.10825467  0.24814036  0.02174638 ... -0.18758033 -0.3679599
   0.44864532]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 1 2 1 3 1 4 0 2 2 3 0 4]
 [1 0 2 1 3 1 4 1 2 0 3 2 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,88_sample-0_PreparedStatement.executeQuery_graph_dump.txt
56,"[[-0.10854948  0.27666217  0.07289324 ... -0.20418884 -0.34258777
   0.3599501 ]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.09585597  0.2695975  -0.00265087 ... -0.18638305 -0.44359252
   0.40246415]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.04908904  0.24158403  0.06054059 ... -0.23793122 -0.30797493
   0.3962565 ]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 3 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 3 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[0],6,101_sample-0_PreparedStatement.executeQuery_graph_dump.txt
57,"[[-0.08781821  0.25198525  0.1362503  ... -0.261563   -0.36928627
   0.33363062]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.14758314  0.276581    0.00809777 ... -0.22646067 -0.4418852
   0.42359436]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.03863909  0.20017007  0.02596069 ... -0.2731376  -0.38991538
   0.36405256]]","[[0 1 2 1 1 3 1 4 0 2 0 3 3 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 3]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,181_sample-0_PreparedStatement.executeQuery_graph_dump.txt
58,"[[-0.09292424  0.27710906  0.11162297 ... -0.21928631 -0.3734464
   0.36017916]
 [-0.12132975  0.32422474  0.16137302 ... -0.23190175 -0.31031972
   0.30321258]
 [-0.16430709  0.22389437  0.02043747 ... -0.13772516 -0.43603402
   0.3244958 ]
 [-0.08209039  0.27758685  0.08027826 ... -0.21914434 -0.33977598
   0.3313881 ]
 [ 0.0043416   0.27232045  0.01145707 ... -0.42602843 -0.26702043
   0.2699548 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,4_sample-0_PreparedStatement.executeQuery_graph_dump.txt
59,"[[-0.0854577   0.2633094   0.03965489 ... -0.21660514 -0.3514755
   0.2975396 ]
 [-0.12672025  0.34616005  0.16543496 ... -0.22959621 -0.3069543
   0.30561307]
 [-0.1674231   0.21418254 -0.06878313 ... -0.19551757 -0.36253038
   0.3845214 ]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]
 [-0.09042852  0.21368562  0.04905723 ... -0.19054948 -0.30096132
   0.36322635]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[0],6,135_sample-0_PreparedStatement.executeQuery_graph_dump.txt
60,"[[-0.1281944   0.28637388  0.0242308  ... -0.2070698  -0.34683973
   0.33582833]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.09599403  0.24661067 -0.01194617 ... -0.1718999  -0.45377937
   0.41287848]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.05285405  0.25422278  0.06955608 ... -0.2786282  -0.2901557
   0.3795455 ]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1],[0],6,118_sample-0_PreparedStatement.executeQuery_graph_dump.txt
61,"[[-0.03764334  0.2939296   0.05334641 ... -0.12450425 -0.3179651
   0.27803686]
 [-0.12379617  0.3232497   0.15008163 ... -0.20347705 -0.29362068
   0.29068992]
 [-0.08001809  0.2215483   0.11269392 ... -0.19681908 -0.33420074
   0.31214395]
 [-0.02800095  0.3224667   0.11426201 ... -0.42986202 -0.24168594
   0.31469634]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 1 2 1 3 1 4 0 2 0 4]
 [1 0 2 1 3 1 4 1 2 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1],[0],5,124_sample-0_PreparedStatement.executeQuery_graph_dump.txt
62,"[[-0.09186146  0.27483517  0.11807115 ... -0.1957744  -0.32868692
   0.30327964]
 [-0.10726722  0.33332002  0.14002581 ... -0.22613873 -0.3203095
   0.3012947 ]
 [-0.17759885  0.28888315  0.03039467 ... -0.22585985 -0.38720068
   0.3755611 ]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,7_sample-1_PreparedStatement.executeQuery_graph_dump.txt
63,"[[-0.09904509  0.28500122  0.05071457 ... -0.22944261 -0.31270534
   0.29434735]
 [-0.09818099  0.2480371   0.13937053 ... -0.27656528 -0.33442545
   0.34940216]
 [-0.0268402   0.22588661  0.07857585 ... -0.4076499  -0.31177053
   0.19435306]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,15_sample-2_PreparedStatement.executeQuery_graph_dump.txt
64,"[[-0.10697091  0.3108831   0.05097239 ... -0.23529734 -0.32874846
   0.33582076]
 [-0.12672025  0.34616005  0.16543496 ... -0.22959621 -0.3069543
   0.30561307]
 [-0.12350407  0.16559428 -0.12350896 ... -0.14665024 -0.41871706
   0.4413016 ]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]
 [-0.1211292   0.24962987  0.11330578 ... -0.25270468 -0.3358194
   0.4128864 ]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[0],6,86_sample-0_PreparedStatement.executeQuery_graph_dump.txt
65,"[[-0.09191192  0.28360692  0.00110306 ... -0.23273245 -0.3291454
   0.2425285 ]
 [-0.12129164  0.33611408  0.16218089 ... -0.23534925 -0.3134262
   0.31196293]
 [-0.08697497  0.36044326  0.10795662 ... -0.1943692  -0.33251408
   0.33985317]
 [-0.13377857  0.3609045   0.07391346 ... -0.25701642 -0.32002786
   0.34240454]]","[[0 1 1 2 1 3 0 2 0 3]
 [1 0 2 1 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[0],4,92_sample-0_PreparedStatement.executeQuery_graph_dump.txt
66,"[[-0.02746679  0.24682458  0.05689885 ... -0.1507203  -0.306003
   0.27861473]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.04552177  0.18267848  0.07660467 ... -0.38789797 -0.30153698
   0.29710394]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]
 [-0.03201328  0.22683279 -0.00852272 ... -0.17127411 -0.32522154
   0.3995402 ]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[0],6,183_sample-0_PreparedStatement.executeQuery_graph_dump.txt
67,"[[-0.14583719  0.24319015  0.01895005 ... -0.2963899  -0.2956795
   0.26576903]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.08345242  0.157991   -0.06651126 ... -0.2087563  -0.4154102
   0.24859305]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.10567509  0.1146922  -0.06446108 ... -0.14458999 -0.40110588
   0.4949598 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 3 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 3]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,51_sample-0_PreparedStatement.executeQuery_graph_dump.txt
68,"[[-0.14509353  0.3142474   0.00686233 ... -0.24764112 -0.35417572
   0.24031182]
 [-0.11072199  0.2770626   0.1314373  ... -0.28585905 -0.32735795
   0.3396928 ]]","[[0 1]
 [1 0]]",[1 1],[0],2,1_sample-6_PreparedStatement.executeQuery_graph_dump.txt
69,"[[-0.06036822  0.25433776 -0.0383317  ... -0.2807406  -0.31648758
   0.28041473]
 [-0.13873546  0.30923742  0.10832916 ... -0.27672032 -0.32766894
   0.32554024]
 [-0.06558153  0.1128708  -0.1023291  ... -0.13706252 -0.4119194
   0.2400972 ]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,191_sample-0_PreparedStatement.executeQuery_graph_dump.txt
70,"[[-0.11235379  0.24392134 -0.00300109 ... -0.25468713 -0.3129868
   0.26166055]
 [-0.11055538  0.32957357  0.1622875  ... -0.21424478 -0.31603825
   0.30951893]
 [-0.00317021  0.19486615  0.02907677 ... -0.26878428 -0.33145264
   0.19176221]
 [-0.06259022  0.23164612  0.05564244 ... -0.15096602 -0.34979445
   0.294975  ]
 [-0.13670173  0.3663019   0.08053534 ... -0.23216236 -0.29739755
   0.34515747]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,136_sample-0_PreparedStatement.executeQuery_graph_dump.txt
71,"[[-0.1034663   0.2733852   0.12807831 ... -0.20554394 -0.33100656
   0.33478618]
 [-0.10726722  0.33332002  0.14002581 ... -0.22613873 -0.3203095
   0.3012947 ]
 [-0.14587243  0.19825503 -0.0128755  ... -0.21926081 -0.39203078
   0.25876313]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,8_sample-1_PreparedStatement.executeQuery_graph_dump.txt
72,"[[-0.15696323  0.2672146   0.08387037 ... -0.3285126  -0.31054822
   0.36977506]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.0642407   0.21391611 -0.03071168 ... -0.21907037 -0.38819075
   0.26922718]
 [-0.07098345  0.24829054  0.07780849 ... -0.19224635 -0.34623528
   0.32360777]]","[[0 1 2 1 1 3 0 2 0 3]
 [1 0 1 2 3 1 2 0 3 0]]",[1 1 0 0 0 0 1 1 1 1],[0],4,9_sample-6_PreparedStatement.executeQuery_graph_dump.txt
73,"[[-0.10975724  0.28746948  0.11675292 ... -0.21675958 -0.36812276
   0.3165885 ]
 [-0.14237274  0.32519203  0.10864846 ... -0.21856704 -0.3053978
   0.33702895]
 [-0.02273919  0.22282888  0.08168741 ... -0.3864857  -0.27604932
   0.24551775]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,4_sample-2_PreparedStatement.executeQuery_graph_dump.txt
74,"[[-0.12086802  0.33681628  0.03585881 ... -0.33305392 -0.35468113
   0.30588046]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.10149223  0.17860511 -0.05649902 ... -0.12516552 -0.4705573
   0.2975134 ]
 [-0.08001809  0.2215483   0.11269392 ... -0.19681908 -0.33420074
   0.31214395]
 [-0.10039663  0.29013112  0.06434374 ... -0.26574722 -0.36008883
   0.3995023 ]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1],[0],6,8_sample-0_PreparedStatement.executeQuery_graph_dump.txt
75,"[[-0.02402949  0.28072906  0.04510646 ... -0.18541014 -0.3436809
   0.2893238 ]
 [-0.13667475  0.3403781   0.11742315 ... -0.26501518 -0.3061984
   0.3384194 ]
 [-0.01994329  0.20050775  0.0562661  ... -0.36448455 -0.31324968
   0.24978767]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,166_sample-0_PreparedStatement.executeQuery_graph_dump.txt
76,"[[-0.1472204   0.30442813  0.08789617 ... -0.17343266 -0.32212678
   0.33950967]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.09299336  0.3444246   0.09927902 ... -0.2239922  -0.27603903
   0.31681567]
 [-0.02469734  0.24438204 -0.01215667 ... -0.1940636  -0.33470583
   0.31353816]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 1 2 1 3 1 4 0 2 0 3 0 4]
 [1 0 2 1 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,42_sample-0_PreparedStatement.executeQuery_graph_dump.txt
77,"[[-0.11510318  0.27813452  0.09230812 ... -0.24242347 -0.317413
   0.3348065 ]
 [-0.12132975  0.32422474  0.16137302 ... -0.23190175 -0.31031972
   0.30321258]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.0491976   0.28307122  0.06992892 ... -0.23411901 -0.38961887
   0.36016625]]","[[0 1 1 2 1 3 0 2 2 3]
 [1 0 2 1 3 1 2 0 3 2]]",[1 1 0 0 0 0 1 1 1 1],[0],4,214_sample-0_PreparedStatement.executeQuery_graph_dump.txt
78,"[[-0.06955799  0.29593    -0.03837535 ... -0.28392667 -0.32981884
   0.27705356]
 [-0.11526565  0.33784723  0.16104177 ... -0.22745793 -0.30486178
   0.29367462]
 [-0.04488605  0.23883307  0.04562013 ... -0.29936206 -0.3134219
   0.19745713]
 [-0.07697783  0.2359165   0.06526984 ... -0.20273796 -0.33517474
   0.30636913]
 [-0.03108296  0.33481073  0.05733486 ... -0.4792902  -0.24194042
   0.2979171 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 3 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 3]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,176_sample-0_PreparedStatement.executeQuery_graph_dump.txt
79,"[[-0.13866428  0.32378042  0.0524691  ... -0.21354565 -0.294328
   0.293805  ]
 [-0.12427833  0.30353355  0.10008393 ... -0.25059038 -0.31206676
   0.3500153 ]]","[[0 1]
 [1 0]]",[1 1],[0],2,200_sample-0_PreparedStatement.executeQuery_graph_dump.txt
80,"[[-0.05417826  0.269854   -0.08144733 ... -0.21547678 -0.3209841
   0.26032397]
 [-0.11526565  0.33784723  0.16104177 ... -0.22745793 -0.30486178
   0.29367462]
 [-0.0209672   0.13525328 -0.08409196 ... -0.13741809 -0.4063172
   0.23593679]
 ...
 [-0.07900166  0.19400807 -0.02606953 ... -0.1871448  -0.46011665
   0.51781064]
 [-0.0869656   0.23356418 -0.02257083 ... -0.16820714 -0.44638127
   0.34447318]
 [-0.03176935  0.29332578  0.03378985 ... -0.3583014  -0.29492065
   0.30257416]]","[[0 1 2 1 1 3 1 4 1 5 1 6 0 2 0 3 0 4 0 5 0 6]
 [1 0 1 2 3 1 4 1 5 1 6 1 2 0 3 0 4 0 5 0 6 0]]",[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],[0],7,247_sample-0_PreparedStatement.executeQuery_graph_dump.txt
81,"[[-0.09354524  0.26600173  0.01411347 ... -0.31848717 -0.33767438
   0.29440302]
 [-0.11526565  0.33784723  0.16104177 ... -0.22745793 -0.30486178
   0.29367462]
 [-0.00852336  0.24343343  0.06400745 ... -0.38718006 -0.32943866
   0.17551726]]","[[0 1 1 2 0 2]
 [1 0 2 1 2 0]]",[1 1 0 0 1 1],[0],3,2_sample-5_PreparedStatement.executeQuery_graph_dump.txt
82,"[[-0.09444717  0.3157326  -0.02040747 ... -0.30394068 -0.30117097
   0.2658809 ]
 [-0.14527383  0.31107765  0.07121309 ... -0.25432223 -0.30711982
   0.3252888 ]
 [-0.15093854  0.1889928   0.00575232 ... -0.12550023 -0.36173236
   0.36808163]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,10_sample-4_PreparedStatement.executeQuery_graph_dump.txt
83,"[[-0.11182323  0.36171952  0.08648618 ... -0.26389268 -0.3325998
   0.26652548]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.10899201  0.01898818 -0.02870126 ... -0.1382836  -0.4344078
   0.3773114 ]
 [-0.05803538  0.23749457  0.06251837 ... -0.15084381 -0.34112272
   0.28845242]
 [-0.04024796  0.2773734   0.06915286 ... -0.34759673 -0.26062256
   0.337632  ]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 0 2 0 3 3 4 0 5]
 [1 0 1 2 3 1 4 1 5 1 2 0 3 0 4 3 5 0]]",[1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1],[0],6,16_sample-0_PreparedStatement.executeQuery_graph_dump.txt
84,"[[-0.08800681  0.330511   -0.00167029 ... -0.2579421  -0.35343647
   0.27869597]
 [-0.12901153  0.3251104   0.14086542 ... -0.20111385 -0.30158076
   0.29649332]
 [-0.08568858  0.17737558 -0.04118784 ... -0.14220214 -0.3788536
   0.27142024]
 [-0.11337783  0.2149794   0.09994674 ... -0.19769908 -0.33175737
   0.33039138]
 [-0.10811403  0.28365725 -0.07199629 ... -0.2946916  -0.33827788
   0.37068796]]","[[0 1 2 1 1 3 1 4 0 2 0 3 3 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 3]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,45_sample-0_PreparedStatement.executeQuery_graph_dump.txt
85,"[[-0.13372533  0.29873028  0.11243302 ... -0.24733005 -0.33236057
   0.34497514]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.19459437  0.27873915  0.04561638 ... -0.22280613 -0.35461178
   0.34687966]
 ...
 [-0.06196541  0.23515162  0.04317741 ... -0.3127233  -0.27454382
   0.26522887]
 [-0.06491964  0.22256157  0.02932405 ... -0.32908183 -0.31810802
   0.29936168]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 2 1 1 3 1 4 1 5 1 6 0 2 0 3 3 4 3 5 0 6]
 [1 0 1 2 3 1 4 1 5 1 6 1 2 0 3 0 4 3 5 3 6 0]]",[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1],[0],7,106_sample-0_PreparedStatement.executeQuery_graph_dump.txt
86,"[[-0.13054082  0.1921037  -0.01857211 ... -0.09558079 -0.38123873
   0.33514678]
 [-0.11089072  0.32666057  0.16542143 ... -0.22467975 -0.30934817
   0.3008332 ]
 [-0.06727716  0.22845973 -0.08165199 ... -0.14357941 -0.40773478
   0.36858886]
 [-0.03027288  0.18139136 -0.0287051  ... -0.13363211 -0.37098947
   0.44268522]
 [-0.12051895  0.3847501   0.09546477 ... -0.2408664  -0.27755266
   0.34003985]]","[[0 1 1 2 1 3 1 4 0 2 0 3 0 4]
 [1 0 2 1 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,147_sample-0_PreparedStatement.executeQuery_graph_dump.txt
87,"[[-0.03616045  0.20836397 -0.03612788 ... -0.19127089 -0.31027606
   0.30866683]
 [-0.14619443  0.3599401   0.06635994 ... -0.27375907 -0.3175243
   0.34883186]
 [-0.1788815   0.23160982 -0.01706023 ... -0.1439391  -0.4099388
   0.4066357 ]]","[[0 1 2 1 0 2]
 [1 0 1 2 2 0]]",[1 1 0 0 1 1],[0],3,6_sample-7_PreparedStatement.executeQuery_graph_dump.txt
88,"[[-0.11873534  0.26160556  0.05628331 ... -0.21699022 -0.25555173
   0.27301377]
 [-0.15926003  0.32294026  0.08023022 ... -0.2429095  -0.3292356
   0.3446208 ]]","[[0 1]
 [1 0]]",[1 1],[0],2,1_sample-11_PreparedStatement.executeQuery_graph_dump.txt
89,"[[-0.11345576  0.25014678  0.08502129 ... -0.17764302 -0.34074396
   0.33955798]
 [-0.10575277  0.30740035  0.15307188 ... -0.1887808  -0.30164805
   0.2768039 ]
 [-0.02325825  0.1998648   0.08911645 ... -0.3810372  -0.33201116
   0.2660343 ]
 ...
 [-0.18414941  0.14906737 -0.07746502 ... -0.21293417 -0.40996018
   0.5781317 ]
 [-0.10506295  0.3130676   0.05988941 ... -0.26070502 -0.32255378
   0.41823936]
 [-0.14465085  0.29047018  0.06714427 ... -0.29250547 -0.31262705
   0.40360087]]","[[0 1 2 1 1 3 1 4 1 5 1 6 0 2 0 3 3 4]
 [1 0 1 2 3 1 4 1 5 1 6 1 2 0 3 0 4 3]]",[1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],[0],7,80_sample-0_PreparedStatement.executeQuery_graph_dump.txt
90,"[[-0.08415478  0.2587789   0.13889222 ... -0.20494246 -0.36952227
   0.30197182]
 [-0.10726722  0.33332002  0.14002581 ... -0.22613873 -0.3203095
   0.3012947 ]
 [-0.12704049  0.06877478 -0.06932311 ... -0.22085427 -0.415872
   0.34863076]
 [-0.08209039  0.27758685  0.08027826 ... -0.21914434 -0.33977598
   0.3313881 ]
 [-0.11717283  0.12824464 -0.07744159 ... -0.17928298 -0.37511566
   0.4810537 ]]","[[0 1 2 1 1 3 1 4 0 2 0 3 0 4]
 [1 0 1 2 3 1 4 1 2 0 3 0 4 0]]",[1 1 0 0 0 0 0 0 1 1 1 1 1 1],[0],5,227_sample-0_PreparedStatement.executeQuery_graph_dump.txt
